feature,chi2,p,n_target,n_reference,significant,fdr_p,fdr_significant,favors
intel,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
intense,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
interesting,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
introduce,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
invented,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
invention,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
investigating,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
ipod,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
issued,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
italian,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
ive's,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
jack,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
japan,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
jared,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
jeff,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
jensen,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
jesters,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
jiang,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
jinjoo,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
jokingly,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
josh,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
kanaan,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
kaplan's,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
karp,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
kevin,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
keywords,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
kicked,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
killing,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
kitchen,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
knew,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
knowing,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
knows,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
lacked,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
laid,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
lapd,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
las,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
lately,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
lawsuits,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
layers,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
legend,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
legg,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
legislators,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
letters@nytimes.com,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
li,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
liang’s,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
liberty,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
lights,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
lina,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
locke,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
logical,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
london-based,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
long-awaited,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
long-promised,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
longevity,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
longshore,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
lovefrom,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
low-cost,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
lowered,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
lucas,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
lynch,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
madumba,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
maga,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
mandated,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
mansion,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
manyika,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
map,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
maps,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
marriage,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
mars,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
matt,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
maven,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
maximize,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
mayor,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
meaningfully,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
megawatts,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
method,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
metric,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
mickle,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
mike,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
millennials,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
mindverse,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
ministers,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
missions,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
monopolies,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
motors,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
multistory,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
museum's,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
musical,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
musician,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
myers,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
myth,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
napa,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
narayanan,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
narrative,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
nasa,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
nate,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
nation's,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
national-security,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
nearby,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
negotiated,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
newsletter,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
nick,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
nightmare,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
nightmares,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
noncompete,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
nontechnical,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
normally,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
notebooklm,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
notebooks,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
novasky,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
objects,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
obsessed,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
odds,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
oklobdzija,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
one-fifth,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
one-tenth,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
one-third,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
onstage,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
operated,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
operation,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
opposing,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
opt,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
opting,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
orbit,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
ordering,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
organizations,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
organized,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
oskar,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
outpace,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
outpacing,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
outright,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
outsiders,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
outsize,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
outsmart,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
oversee,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
oversight,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
owners,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
oxford,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
painful,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
paperwork,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
participated,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
paschalidis,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
patents,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
patience,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
patrol,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
paypal,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
peer-reviewed,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
pentagon's,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
perks,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
personalized,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
pew,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
phenomenon,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
philosophized,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
physicist,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
picket,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
pioneering,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
piracy,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
pivot,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
pjm,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
placement,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
player,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
player-coaches,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
poaching,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
poker,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
politically,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
popping,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
populated,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
portions,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
postings,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
pp,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
preaching,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
predictive-policing,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
predpol,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
premise,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
presentations,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
president's,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
president-elect,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
presumably,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
primacy,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
princeton,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
private-sector,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
privately,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
pro-growth,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
processor,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
productive,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
prohibit,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
proofreading,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
prophet,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
prospect,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
prospectus,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
publication,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
pull,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
punish,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
pursuit,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
querying,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
racing,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
radar,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
raj,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
rally,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
rankings,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
ratcliffe,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
ray,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
reader,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
readers,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
recommend,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
reconsider,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
recorded,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
recording,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
recordings,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
reductions,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
refrain,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
regretted,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
reject,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
rejects,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
relations,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
releasing,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
relevant,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
relief,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
remaining,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
remembers,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
remotely,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
renamed,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
renovation,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
reportedly,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
reservists,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
respectively,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
restart,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
restricting,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
restructure,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
resulting,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
retirements,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
reviving,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
revolt,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
rewrite,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
richardson,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
richest,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
ride-share,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
rides,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
risk-averse,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
road,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
rohan,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
route,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
safari,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
sar,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
scan,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
scene,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
scheduled,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
scholar,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
schulz,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
scout,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
scrambled,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
screens,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
script,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
seamless,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
searches,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
searching,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
second-best,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
section,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
seiple,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
selloff,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
sergey,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
servers,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
session,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
sexton,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
shakes,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
shanghai,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
shaywitz,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
shed,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
signaling,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
significance,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
singleton,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
sitting,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
siyi,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
skepticism,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
slot,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
slow-moving,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
sophocles,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
soviet,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
spawned,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
specter,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
spikes,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
spokeswoman,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
spotify,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
spring's,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
spurring,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
stacking,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
staring,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
stark,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
stars,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
start-up's,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
startup’s,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
statement,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
steep,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
steering,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
steve,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
steven,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
stevenson,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
stockpiled,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
stood,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
stops,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
strain,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
strict,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
stunned,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
suburban,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
suffering,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
suit's,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
sum,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
summary,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
sundar,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
superagency,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
supercomputer,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
supercomputers,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
surprisingly,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
suspects,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
sustain,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
sweet,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
swings,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
symptoms,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
tactics,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
tahoe,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
tale,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
tall,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
tang,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
tank,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
tanked,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
taxes,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
taxi,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
teaming,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
tech's,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
tech-reservist,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
technologically,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
telling,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
tension,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
terrence,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
terrifying,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
theoretical,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
theory,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
three-day,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
threw,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
tiananmen,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
tie-up,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
tiktok's,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
timeline,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
timing,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
tipping,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
ton,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
tone,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
torres,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
torrey,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
trades,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
traffic,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
treadmill,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
triple,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
tripp,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
trips,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
trope,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
trouble,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
truck,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
trump’s,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
tune,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
u.k,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
uber,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
uc,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
ukraine,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
unchanged,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
